fecha,tipoTran,id_cliente,descripcion_titulo,moneda,simbolo_titulo,cantidad,precio,id_transaccion,origen,fecha_ts_utc,fecha_ts_local,fecha_particion,_ingested_at
2026-01-06T05:02:07.000Z,Venta,039dee3ab226fc724fb0ce8e448bab7b,Cedear Microsoft Corp.,ARS,MSFT,1,24473.2623,TXNyiy4oqj6eyz3w,App Mobile,2026-01-06T05:02:07.000Z,2026-01-06T02:02:07.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:37:29.000Z,Compra,6dc930302547fd472e0825168da78fe0,Lt Rep Arg  Cap 182 Ds V27/02/26 $ Cg,ARS,S27F6,72400,1.2096,TXNkpas6dtf2zzi9,App Mobile,2026-01-06T04:37:29.000Z,2026-01-06T01:37:29.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T22:23:56.000Z,Compra,f6c8091c0a306594349e8fb5c4e183ba,Cedear Spdr Dow Jones Industrial,ARS,DIA,1,37931.2838,TXNekxw81esve45p,App Mobile,2026-01-06T22:23:56.000Z,2026-01-06T19:23:56.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T08:41:38.000Z,Venta,a2ab490ed8f086cb7a741388f257e24e,Cedear Nvidia Corporation,ARS,NVDA,2,12116.3254,TXNjgpvti353pwoh,App Mobile,2026-01-06T08:41:38.000Z,2026-01-06T05:41:38.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T03:42:58.000Z,Venta,2caed2a11aac3631718b3beeef5a014b,Cedear At & T Inc.,ARS,T,3,12662.1727,TXNq6dpnk1s8ggt4,App Mobile,2026-01-06T03:42:58.000Z,2026-01-06T00:42:58.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:46:20.000Z,Compra,f8a82a23bb1ba062a22b7ecedc8ae601,CEDEAR INVERSCO S&P 500 QUALITY ETF,ARS,SPHQ,1,8439.5997,TXNv5jy27f1innjb,App Mobile,2026-01-06T04:46:20.000Z,2026-01-06T01:46:20.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T13:13:31.000Z,Compra,5dd1d7f871dc612d74ca541cea030aca,Cedear Microstrategy Inc,ARS,MSTR,18,12499.2364,TXN5p7vcx1mv2e3p,Sitio Web Desktop,2026-01-06T13:13:31.000Z,2026-01-06T10:13:31.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:26:20.000Z,Compra,49eebdb623b1b23feecb633596ecba04,Cedear Shopify Inc.,ARS,SHOP,1,2377.5187,TXNbl92kltas9hbt,App Mobile,2026-01-06T07:26:20.000Z,2026-01-06T04:26:20.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T22:37:33.000Z,Compra,481d6027618cf20ae21c70c4bfd11dce,YPF,ARS,YPFD,1,55191.1999,TXN0uyxwjt6lzrfn,Sitio Web Desktop,2026-01-06T22:37:33.000Z,2026-01-06T19:37:33.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T03:54:27.000Z,Compra,e175e1709df23fbbc90874b9cd1e12aa,Cedear Apple Inc.,ARS,AAPL,2,20478.0219,TXN2yoosbkigm1td,App Mobile,2026-01-06T03:54:27.000Z,2026-01-06T00:54:27.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T00:24:56.000Z,Compra,103d68699e0f6c7bd396aec2da4b6b15,Cedear Pepsico Inc.,ARS,PEP,1,11901.8472,TXNpgzfu494020s3,App Mobile,2026-01-07T00:24:56.000Z,2026-01-06T21:24:56.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T02:38:38.000Z,Compra,87e9ac43ca9acb9e3732233932695acd,Cedear Etf Spdr Gold Trust,ARS,GLD,2,12611.5601,TXNpp3zqnrj3obil,App Mobile,2026-01-07T02:38:38.000Z,2026-01-06T23:38:38.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T18:51:26.000Z,Compra,f17edabce97cfb0b5507905030781f9c,Cedear Mercadolibre Inc.,ARS,MELI,31,27820.4788,TXNuywla7xvcxsgf,App Mobile,2026-01-06T18:51:26.000Z,2026-01-06T15:51:26.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T00:51:05.000Z,Compra,6a66a6a7407027c45a1d9657bd83a4f6,Bono Rep. Argentina Usd Step Up 2030,USD,AL30D,15,0.6717,TXN7m86knnls0668,App Mobile,2026-01-07T00:51:05.000Z,2026-01-06T21:51:05.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T16:08:35.000Z,Venta,4659852353d3ff6302473094fcce9f36,Cedear Xp Inc.,ARS,XP,123,6681.6445,TXNfk0kpuw1nfr67,Sitio Web Desktop,2026-01-06T16:08:35.000Z,2026-01-06T13:08:35.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T00:52:05.000Z,Compra,cb03c33feabb07e94b6cc79810198f0e,Cedear Procter & Gamble,ARS,PG,2,14376.2469,TXNvtlwwiz820b05,App Mobile,2026-01-07T00:52:05.000Z,2026-01-06T21:52:05.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T09:27:30.000Z,Compra,b857fff14ed1c653c5f3efdc77bf2992,BONCAP 13F6 VTO 13/02/2026,ARS,T13F6,1,1.4118,TXN6zxm0mbmop36z,App Mobile,2026-01-06T09:27:30.000Z,2026-01-06T06:27:30.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:44:55.000Z,Compra,1bb2ad55fd31d744ebd6eb97542a272e,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,435,1004.7171,TXN9iig0cm177r1f,App Mobile,2026-01-06T11:44:55.000Z,2026-01-06T08:44:55.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T22:47:25.000Z,Compra,1545d112c54255aad48a60842e8becb8,Cedear Taiwan Semic. Manuf.,ARS,TSM,1,56410.1160,TXNokkcsjgcwx4sw,App Mobile,2026-01-06T22:47:25.000Z,2026-01-06T19:47:25.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:46:04.000Z,Venta,bad0f78d3be66845d177fba081f4a29d,Cedear  Adobe Systems Incorporated,ARS,ADBE,92,11545.7636,TXNrkp8l9i190b9c,Sitio Web Desktop,2026-01-06T05:46:04.000Z,2026-01-06T02:46:04.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T02:30:16.000Z,Venta,470ad2b47f949e4416ce35a875524e93,Sociedad Comercial del Plata,ARS,COME,1805,58.9842,TXNmskxtoz0s7w7d,App Mobile,2026-01-07T02:30:16.000Z,2026-01-06T23:30:16.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T22:35:54.000Z,Compra,cd793c70ea7f8523ffd4868b725fca48,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,264,1000.6795,TXNmxk8fxs4ewav2,Sitio Web Desktop,2026-01-06T22:35:54.000Z,2026-01-06T19:35:54.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T17:03:43.000Z,Venta,77cf049751026325e051ffffb5fce40b,Letra Tesoro Nacional Tamar Capitalizable 31/08/26,ARS,M31G6,662,1.0608,TXNuur9uwuuhdicc,App Mobile,2026-01-06T17:03:43.000Z,2026-01-06T14:03:43.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T20:04:08.000Z,Venta,715202dab0b6be36686c1ae28f911397,Cedear Mcdonald's Corporation,ARS,MCD,2,19302.0016,TXN9zgsq9ivgowmt,Sitio Web Desktop,2026-01-06T20:04:08.000Z,2026-01-06T17:04:08.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:36:13.000Z,Venta,aa42c72a72d4ba17761613e69ecf87b0,Cedear Spdr S&P 500,ARS,SPY,1,52905.4329,TXNycycjiff3owbu,App Mobile,2026-01-06T05:36:13.000Z,2026-01-06T02:36:13.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T14:07:37.000Z,Venta,557d3203202013671d1b87d9837774bb,Cedear Invesco Qqq Trust,USD,QQQD,2,31.7411,TXNr161otpfd53p8,Sitio Web Desktop,2026-01-06T14:07:37.000Z,2026-01-06T11:07:37.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:36:24.000Z,Compra,38e38ac3f8f34ae0c53964068819e151,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,104,1007.2389,TXNbrm0y5okmgb4r,App Mobile,2026-01-06T07:36:24.000Z,2026-01-06T04:36:24.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T01:39:23.000Z,Compra,9a2c378276e0bc61b8b2f0c8112f70bb,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,325,1002.3856,TXN6rkah9z9hh6kb,App Mobile,2026-01-07T01:39:23.000Z,2026-01-06T22:39:23.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:57:13.000Z,Venta,9c441b40671200dd1897bd8f93e606f4,Cedear Chevron Corp.,ARS,CVX,2,15901.7000,TXN0eq5xl8cjp7ox,App Mobile,2026-01-06T04:57:13.000Z,2026-01-06T01:57:13.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:19:29.000Z,Compra,adcf348f533a5afa08218e2707038bad,Bono Rep. Argentina Usd Step Up 2030,USD,AL30D,1100,0.6678,TXNcyv4rzdlo4ex4,App Mobile,2026-01-06T10:19:29.000Z,2026-01-06T07:19:29.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T17:31:13.000Z,Compra,6e4851521efcf42f8de54886f46b5b68,Cedear Harmony Gold Mining Co,ARS,HMY,1,32238.6300,TXNj83kajw7vny5b,App Mobile,2026-01-06T17:31:13.000Z,2026-01-06T14:31:13.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:33:17.000Z,Compra,1aa69238ba5102a1df00c6b11fdcec54,On Ym42o Vto 02/03/2029,ARS,YM42O,1,1551.0306,TXNytmx39gk1akmn,App Mobile,2026-01-06T11:33:17.000Z,2026-01-06T08:33:17.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T02:23:08.000Z,Venta,a9b9b0f63c7c4bf89786107f41016075,Bono Par $ (Ley Arg),ARS,PARP,124,304.2570,TXNn2aryo7rsvrei,Sitio Web Desktop,2026-01-07T02:23:08.000Z,2026-01-06T23:23:08.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T09:40:49.000Z,Compra,d9233b3e924eb212c77272f60770cdfa,Cedear Schlumberger Limited,ARS,SLB,2,23004.8217,TXNd7ivki6rdqqms,Sitio Web Desktop,2026-01-06T09:40:49.000Z,2026-01-06T06:40:49.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T18:40:05.000Z,Compra,dec2906aaadbd62557665f428556fc7c,CEDEAR IREN LTD.,ARS,IREN,2553,5718.0049,TXNn3rdrc5g6xp3h,Sitio Web Desktop,2026-01-06T18:40:05.000Z,2026-01-06T15:40:05.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T21:29:40.000Z,Venta,d3000cdd6368a5acdee240bd1ad58986,Letra Tesoro Nacional Capitalizable 30/11/26 $,ARS,S30N6,1382871,1.0057,TXN3peabg99cxm6k,App Mobile,2026-01-06T21:29:40.000Z,2026-01-06T18:29:40.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:52:15.000Z,Compra,3ab5eecb7dc6bc304fb49badabf3e4a2,"Cedear Netflix, Inc.",ARS,NFLX,5,2969.4982,TXNwqxly5xv2ie29,App Mobile,2026-01-06T07:52:15.000Z,2026-01-06T04:52:15.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:37:40.000Z,Venta,9d3da550076d1f7c2fdf9e343665a493,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,46,1007.7463,TXNdz8738npm5cj8,App Mobile,2026-01-06T10:37:40.000Z,2026-01-06T07:37:40.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:54:04.000Z,Venta,d8bbf5c615b225e7fec1666bc3886a67,Cedear Spdr S&P 500,ARS,SPY,4,52669.9070,TXNfez85a2t57r3v,Sitio Web Desktop,2026-01-06T05:54:04.000Z,2026-01-06T02:54:04.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:03:47.000Z,Compra,1622c8129051d53a84b540ac19ba12a1,Transener,ARS,TRAN,2,3360.1835,TXNpf51z6tayvoy7,App Mobile,2026-01-06T07:03:47.000Z,2026-01-06T04:03:47.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T14:28:22.000Z,Compra,171c735add46eecc74ca84fad9618823,Cedear Harmony Gold Mining Co,ARS,HMY,27,31817.3318,TXNm8eu9zf2yx62r,App Mobile,2026-01-06T14:28:22.000Z,2026-01-06T11:28:22.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:48:06.000Z,Compra,76d38c959ee5ad6f47ccf2b951dc87a8,Cedear Microsoft Corp.,ARS,MSFT,1,24397.2260,TXN4p0hmdrc26gqc,App Mobile,2026-01-06T04:48:06.000Z,2026-01-06T01:48:06.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T01:35:43.000Z,Compra,0b0f843d1c22417dd612c38191d6f57d,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,604,1003.3745,TXNjumxbhc08afqf,App Mobile,2026-01-07T01:35:43.000Z,2026-01-06T22:35:43.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T01:17:40.000Z,Venta,f8bc73da2c5b86c68eeeafe566fe5336,Cedear Lithium Argentina Ag.,ARS,LAR,5,10342.3317,TXNmenn55iskglqe,App Mobile,2026-01-07T01:17:40.000Z,2026-01-06T22:17:40.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:43:59.000Z,Compra,cf69c00e58eac46fbe40af218aad9b7e,Aluar,ARS,ALUA,37,1027.6762,TXN9mdb232l9fb41,App Mobile,2026-01-06T10:43:59.000Z,2026-01-06T07:43:59.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T09:34:23.000Z,Compra,f10766648442fc7bbd48db55db7d7e2c,Lt Rep Arg  Cap 182 Ds V27/02/26 $ Cg,ARS,S27F6,27279,1.2051,TXN3za9l83vo5zrt,App Mobile,2026-01-06T09:34:23.000Z,2026-01-06T06:34:23.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T20:41:04.000Z,Venta,e765e258ff0ba18d846d04acd9734964,"Cedear Tesla, Inc.",ARS,TSLA,2,44116.5917,TXN82jhd8a5hbqxn,Sitio Web Desktop,2026-01-06T20:41:04.000Z,2026-01-06T17:41:04.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T13:38:18.000Z,Compra,7b928c04fcf8cb0e164f56cdae89807a,Bono Rep. Argentina Usd Step Up 2030,USD,AL30D,2971,0.6684,TXNdwwmnjnbzq851,App Mobile,2026-01-06T13:38:18.000Z,2026-01-06T10:38:18.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:49:58.000Z,Compra,4f9d6bc919e51b97552ef3e3aaff1b19,Letras Del Tesoro Cap $ V 16/01/2026,ARS,M16E6,43904,1.2234,TXNudvwlgx8phm8i,App Mobile,2026-01-06T12:49:58.000Z,2026-01-06T09:49:58.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:43:07.000Z,Compra,c76bceac4ba4d276dbfce0342defed71,"Cedear Baidu, Inc.",ARS,BIDU,15,20188.2108,TXNq2nbq25iykkmf,Sitio Web Desktop,2026-01-06T07:43:07.000Z,2026-01-06T04:43:07.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:00:09.000Z,Venta,71fad8f600462932298580e303649896,Cedear Nio Inc.,ARS,NIO,1,1891.9873,TXNx8zr5ycyaeu67,App Mobile,2026-01-06T07:00:09.000Z,2026-01-06T04:00:09.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T01:05:53.000Z,Venta,e9b6af4d3b52502de8429f6eff60da4c,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,28,1004.5675,TXN9582vyl9tzazq,App Mobile,2026-01-07T01:05:53.000Z,2026-01-06T22:05:53.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:56:37.000Z,Venta,961b002a265b6fbdeb8fda7ce2498213,Cedear Agnico Eagle Mines Limi,ARS,AEM,3,45420.2067,TXNztjzbncbay660,App Mobile,2026-01-06T11:56:37.000Z,2026-01-06T08:56:37.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T18:23:05.000Z,Venta,a41884b2b4267ac6c2a9bb4adb90176a,Cedear Apple Inc.,USD,AAPLD,1,13.8216,TXNrsgvup4e6wkcj,App Mobile,2026-01-06T18:23:05.000Z,2026-01-06T15:23:05.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:43:53.000Z,Compra,e85bb2d6db89dcf0df76d2b1348a60ea,Cedear Apple Inc.,ARS,AAPL,3,20521.8651,TXNuufi4c89c1oli,App Mobile,2026-01-06T05:43:53.000Z,2026-01-06T02:43:53.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T17:02:34.000Z,Compra,a71b40130b35f579d49fb68fb322a6b1,"Cedear Amazon.Com, Inc",ARS,AMZN,2,2485.1904,TXNp4mw26nkzu9we,App Mobile,2026-01-06T17:02:34.000Z,2026-01-06T14:02:34.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:21:24.000Z,Venta,32b7fdf11aa30e40a2682438ab1c5325,Cedear Globant S.A.,ARS,GLOB,1,5692.6166,TXN68zr7e2gfw1qy,Sitio Web Desktop,2026-01-06T12:21:24.000Z,2026-01-06T09:21:24.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T06:37:22.000Z,Compra,89372aad80cd7654c3dc67f733110f5d,Pampa Energía,ARS,PAMP,18,5354.2112,TXNqw670vojcugn5,App Mobile,2026-01-06T06:37:22.000Z,2026-01-06T03:37:22.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T23:33:21.000Z,Venta,ddc5b18afa8346272fa6cd07dfc2a1cd,Cedear Berkshire Hathaway Inc.,USD,BRKBD,9,23.3690,TXNlo0dum7ffjk4y,App Mobile,2026-01-06T23:33:21.000Z,2026-01-06T20:33:21.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:32:04.000Z,Compra,3a4d5fb66caab78863c6992fe08780c9,Cedear Coeur D'alene Mines Cor,ARS,CDE,2,27534.8036,TXNu02yuesi24mkw,Sitio Web Desktop,2026-01-06T04:32:04.000Z,2026-01-06T01:32:04.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:21:58.000Z,Venta,6d5044d37273a266841ae82715f821c8,Cedear Mondelez International,ARS,MDLZ,1,5465.2314,TXNek8yieo9jknuo,App Mobile,2026-01-06T10:21:58.000Z,2026-01-06T07:21:58.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T03:12:26.000Z,Compra,865bd23ac5fd9d81e6ee2be028576e15,Grupo Financiero Galicia S.A,ARS,GGAL,180,8581.0747,TXN5aj70zsjinwur,App Mobile,2026-01-06T03:12:26.000Z,2026-01-06T00:12:26.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T04:30:26.000Z,Compra,3f2839f8ae508480aa9e120b7995d7d8,Cedear Visa Inc,ARS,V,2,29886.4736,TXNrx6nx8j9yitm5,Sitio Web Desktop,2026-01-06T04:30:26.000Z,2026-01-06T01:30:26.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T20:22:54.000Z,Venta,fdeda9f11c1302fabdda0b4e109f0d07,"Cedear Amazon.Com, Inc",ARS,AMZN,2,2523.6195,TXNjnftme9oexpu9,Sitio Web Desktop,2026-01-06T20:22:54.000Z,2026-01-06T17:22:54.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T18:13:14.000Z,Venta,51161c3fb33ebceaa979331632d21f7b,Cedear Pepsico Inc.,ARS,PEP,9,11845.6644,TXNla61vf6lito43,Sitio Web Desktop,2026-01-06T18:13:14.000Z,2026-01-06T15:13:14.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T02:32:51.000Z,Compra,23bb71c7334aa65464f2afff7df76c22,Ypf,USD,YPFDD,6,37.0182,TXN9nr2p51aslrct,Sitio Web Desktop,2026-01-07T02:32:51.000Z,2026-01-06T23:32:51.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:44:43.000Z,Compra,ebd77421d04a0d5521a2d9b13f5bd1be,Cedear Pepsico Inc.,ARS,PEP,9,11932.1147,TXNg93m4lo2rtuwn,App Mobile,2026-01-06T11:44:43.000Z,2026-01-06T08:44:43.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T14:18:37.000Z,Venta,037c430ac8e10f075e3752c9872eff6e,Letras Del Tesoro Cap $ V 16/01/2026,ARS,M16E6,7,1.2267,TXN7vhppo64cedqw,App Mobile,2026-01-06T14:18:37.000Z,2026-01-06T11:18:37.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T19:32:45.000Z,Compra,cf7fe2764a1c77ec66ff021d1485311c,"Cedear Advanced Micro Devices,",ARS,AMD,21,32459.9681,TXNn5ov49g838zs7,Sitio Web Desktop,2026-01-06T19:32:45.000Z,2026-01-06T16:32:45.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:36:57.000Z,Compra,9241351db29127c6c49928cabc889fd9,Aluar,ARS,ALUA,1,1021.3456,TXN1y2xpl456xro7,Sitio Web Desktop,2026-01-06T05:36:57.000Z,2026-01-06T02:36:57.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T17:18:05.000Z,Venta,aca7bac8e3c1de563e99e96a2b3cb1a7,Bono Rep. Argentina Usd Step Up 2030,USD,AL30D,3913,0.6637,TXNiklvu3yxvp9j2,Sitio Web Desktop,2026-01-06T17:18:05.000Z,2026-01-06T14:18:05.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T16:14:47.000Z,Compra,2556d9d517d2354cd1633c33dbd7107f,Lt Rep Arg  Cap 182 Ds V27/02/26 $ Cg,ARS,S27F6,9,1.2005,TXNq8xs6xhhe78w1,App Mobile,2026-01-06T16:14:47.000Z,2026-01-06T13:14:47.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:48:49.000Z,Venta,0e192b6a07ebe1e34847b2bb79535bdf,Sociedad Comercial del Plata,ARS,COME,1436,59.5109,TXNodzk4vpr0r0ta,Sitio Web Desktop,2026-01-06T10:48:49.000Z,2026-01-06T07:48:49.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T03:53:30.000Z,Compra,239d712b10ee6452c771ffd72e15855e,Ternium Argentina Sa,ARS,TXAR,2,714.4586,TXNhr5hfmf41cwpj,App Mobile,2026-01-06T03:53:30.000Z,2026-01-06T00:53:30.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T15:05:40.000Z,Venta,34ccd0f956128317941739893db35215,Cedear Chevron Corp.,ARS,CVX,1,15919.5418,TXN445ej4t13k4ce,App Mobile,2026-01-06T15:05:40.000Z,2026-01-06T12:05:40.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T16:40:01.000Z,Compra,d8344dd881aca7cebf8e66f021aeb899,Bonos Rep. Arg. U$S Step Up V.09/01/38,USD,GD38D,44,0.8242,TXN22d6l5pmsj20j,App Mobile,2026-01-06T16:40:01.000Z,2026-01-06T13:40:01.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:35:05.000Z,Venta,ade10d317b4d25e924790898276af3a4,Grupo Financiero Galicia S.A,ARS,GGAL,2,8344.2354,TXNj1ud533j3vmma,App Mobile,2026-01-06T07:35:05.000Z,2026-01-06T04:35:05.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T02:13:07.000Z,Venta,dd03a7944953f13ab7ce1e61d444b725,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,82,999.1401,TXNxgu77275eajnb,App Mobile,2026-01-07T02:13:07.000Z,2026-01-06T23:13:07.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T10:05:06.000Z,Venta,1c1850a723649bfc6bc19a2257184bdc,Cedear Spdr S&P 500,ARS,SPY,1,52814.0560,TXNour8dbnswet9t,Sitio Web Desktop,2026-01-06T10:05:06.000Z,2026-01-06T07:05:06.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T07:17:14.000Z,Compra,145a0bcada682e6fefe4076086b0c94b,Grupo Financiero Galicia S.A,ARS,GGAL,2,8560.8624,TXNgpj0c80eii44i,App Mobile,2026-01-06T07:17:14.000Z,2026-01-06T04:17:14.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T06:27:28.000Z,Compra,e5f36989d99ffbd8545da353f31acacf,Bono Rep. Argentina Usd Step Up 2030,USD,AL30D,4,0.6723,TXN760eqkvf9kzqw,App Mobile,2026-01-06T06:27:28.000Z,2026-01-06T03:27:28.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T12:13:23.000Z,Compra,136eb94672738c51a9ef550937e9f935,Cedear Verizon Communications,ARS,VZ,1,15315.5843,TXNagcghpemv98uh,Sitio Web Desktop,2026-01-06T12:13:23.000Z,2026-01-06T09:13:23.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T08:42:46.000Z,Compra,4b34ee9f621cd475f50d536ee25d3c52,Cedear Lockheed Martin Corporation,ARS,LMT,1,39407.0148,TXN1lwnu7s4e8at2,Sitio Web Desktop,2026-01-06T08:42:46.000Z,2026-01-06T05:42:46.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-07T01:10:27.000Z,Compra,459ce1028058bdd6debdc9c1d7934ac9,Cedear Microsoft Corp.,ARS,MSFT,1,24314.4854,TXN4e4jes3lnvh5h,App Mobile,2026-01-07T01:10:27.000Z,2026-01-06T22:10:27.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T13:46:25.000Z,Compra,001449fe5f067945ba3fd68718f3f5e5,Cedear Mcdonald's Corporation,ARS,MCD,8,19308.5525,TXNf1qfoaipku2q8,App Mobile,2026-01-06T13:46:25.000Z,2026-01-06T10:46:25.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T05:19:35.000Z,Venta,c34e6f809b0557f5e2e72dddc34214e5,Bono Rep. Argentina Usd Step Up 2030,USD,AL30D,31,0.6664,TXN16frlmc1aa9ff,App Mobile,2026-01-06T05:19:35.000Z,2026-01-06T02:19:35.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T11:34:46.000Z,Compra,ed4808c4ad8a58db081fd18ed45b8ad4,Bono Rep. Argentina Usd Step Up 2030,ARS,AL30,120,1003.1390,TXNfhcjxjm5chc6r,Sitio Web Desktop,2026-01-06T11:34:46.000Z,2026-01-06T08:34:46.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T13:40:53.000Z,Compra,faad3185a3abe4791f38fdaa4f5afee3,Cedear Barrick Mining Corporation,ARS,B,1,35075.8152,TXNquilnkap6pl4k,App Mobile,2026-01-06T13:40:53.000Z,2026-01-06T10:40:53.000Z,2026-01-06,2026-03-20T23:05:25.696Z
2026-01-06T06:21:22.000Z,Compra,c39aa7962fde6abe91608f140f6b5429,Cedear Spdr S&P 500,ARS,SPY,2,52679.5463,TXN4y42x8tpou7t3,App Mobile,2026-01-06T06:21:22.000Z,2026-01-06T03:21:22.000Z,2026-01-06,2026-03-20T23:05:25.696Z
